title,keyword,date,link,sentiment_score
2 FAANG Stocks to Buy Before 2022 Ends,GOOGL,2022-12-04T12:09:00Z,https://www.fool.com/investing/2022/12/04/2-faang-stocks-to-buy-before-2022-ends/,-0.296
3 Stocks You'll Be Thankful to Own in 2023,GOOGL,2022-11-24T12:07:00Z,https://www.fool.com/investing/2022/11/24/3-stocks-youll-be-thankful-to-own-in-2023/,0.9062
Here Are All 23 Stocks I've Bought During the 2022 Bear Market,GOOGL,2022-11-13T10:21:00Z,https://www.fool.com/investing/2022/11/13/all-23-stocks-ive-bought-during-2022-bear-market/,0.0
2 Top AI Stocks Ready for a Bull Run,GOOGL,2022-11-15T10:30:00Z,https://www.fool.com/investing/2022/11/15/2-top-ai-stocks-ready-for-a-bull-run/,0.4019
2 Supercharged Tech Stocks to Buy Without Any Hesitation,GOOGL,2022-12-02T12:00:00Z,https://www.fool.com/investing/2022/12/02/2-supercharged-tech-stocks-to-buy-without-any-hesi/,0.1531
3 Top Stocks That Just Went on Sale,GOOGL,2022-12-01T14:00:00Z,https://www.fool.com/investing/2022/12/01/3-top-stocks-that-just-went-on-sale/,0.891
"After Amazon and Meta, Will Alphabet Be Next to Do Layoffs?",GOOGL,2022-11-23T10:25:00Z,https://www.fool.com/investing/2022/11/23/after-amazon-meta-alphabet-next-to-do-layoffs/,0.5106
"Got $2,500? 2 Top Stocks That You Can Buy and Hold for a Lifetime",GOOGL,2022-11-18T17:15:00Z,https://www.fool.com/investing/2022/11/18/got-2500-2-top-stocks-that-you-can-buy-and-hold-fo/,0.1901
4 of the Best Stocks to Buy With $100 in 2023,GOOGL,2022-12-13T10:06:00Z,https://www.fool.com/investing/2022/12/13/4-of-the-best-stocks-to-buy-with-100-in-2023/,0.5719
3 Unparalleled Stocks to Buy That Have Never Been This Cheap,GOOGL,2022-12-05T10:21:00Z,https://www.fool.com/investing/2022/12/05/3-unparalleled-stocks-to-buy-never-been-this-cheap/,0.5423
3 Monster Growth Stocks to Buy in 2023 That Could Set You Up For Life,GOOGL,2022-12-11T12:30:00Z,https://www.fool.com/investing/2022/12/11/3-monster-growth-stocks-buy-2023-could-set-up-life/,-0.128
Nasdaq Bear Market: 5 Impressive Growth Stocks You'll Regret Not Buying on the Dip,GOOGL,2022-12-03T10:06:00Z,https://www.fool.com/investing/2022/12/03/nasdaq-bear-market-5-growth-stocks-regret-not-buy/,0.3182
Nasdaq Bear Market: 5 Exceptionally Cheap Growth Stocks You'll Regret Not Buying on the Dip,GOOGL,2022-12-10T10:06:00Z,https://www.fool.com/investing/2022/12/10/nasdaq-bear-market-5-growth-stocks-regret-not-buy/,-0.3197
Investing in These 2 Tech Stocks Now Could Be a Genius Move,GOOGL,2022-11-18T21:15:00Z,https://www.fool.com/investing/2022/11/18/investing-in-these-2-tech-stocks-now-could-be-a-ge/,-0.4445
Prediction: These Will Be 2 of the Strongest Stocks in 2023,GOOGL,2022-11-16T15:00:00Z,https://www.fool.com/investing/2022/11/16/prediction-these-will-be-2-strongest-stocks-2023/,-0.3612
2023 Is Coming: 2 Trillion-Dollar Growth Stocks to Buy Before the New Year,GOOGL,2022-11-22T10:10:00Z,https://www.fool.com/investing/2022/11/22/2023-2-trillion-dollar-growth-stocks-buy-new-year/,0.0
3 No-Brainer Stocks to Buy Amid the Tech Sell-Off,GOOGL,2022-12-09T16:30:00Z,https://www.fool.com/investing/2022/12/09/3-no-brainer-stocks-to-buy-amid-the-tech-sell-off/,0.7425
3 Cheap AI Stocks to Buy Before the End of 2022,GOOGL,2022-12-11T12:25:00Z,https://www.fool.com/investing/2022/12/11/3-cheap-ai-stock-to-buy-before-the-end-of-2022/,0.1531
Nasdaq Bear Market: 5 Jaw-Dropping Growth Stocks You'll Regret Not Buying on the Dip,GOOGL,2022-11-19T10:06:00Z,https://www.fool.com/investing/2022/11/19/nasdaq-bear-market-5-growth-stocks-regret-not-buy/,0.4005
"Why Netflix, Apple, Amazon, and Other FAANG-M Stocks Rocketed Higher Today",GOOGL,2022-11-30T21:32:11Z,https://www.fool.com/investing/2022/11/30/why-netflix-apple-amazon-and-other-faang-stocks-so/,-0.7351
Better Buy: Walt Disney vs. Netflix,GOOGL,2022-12-01T14:10:00Z,https://www.fool.com/investing/2022/12/01/better-buy-walt-disney-vs-netflix/,-0.296
Tech Sell-Off: 2 Nasdaq Stocks Billionaires Are Buying Hand Over Fist,GOOGL,2022-12-01T10:42:00Z,https://www.fool.com/investing/2022/12/01/tech-unstoppable-growth-stocks-billionaire-buy/,-0.068
2 FAANG Stocks Billionaires Are Buying Hand Over Fist in a Nasdaq Bear Market,GOOGL,2022-12-07T10:20:00Z,https://www.fool.com/investing/2022/12/07/2-faang-stocks-billionaires-buy-nasdaq-bear-market/,-0.4215
Is Alphabet (GOOG/GOOGL) A Value Or Growth Stock?,GOOGL,2022-11-23T18:13:43Z,https://www.forbes.com/sites/johnbuckingham/2022/11/23/is-alphabet-googgoogl-a-value-or-growth-stock/,0.8256
Attacks On TikTok Bring Surprising Upside For Snap,GOOGL,2022-12-07T16:28:14Z,https://www.forbes.com/sites/jonmarkman/2022/12/07/attacks-on-tiktok-bring-surprising-upside-for-snap/,0.0
3 Funds With Incredible Yields Up To 13.7% For 2023,GOOGL,2022-11-27T13:45:00Z,https://www.forbes.com/sites/michaelfoster/2022/11/27/3-funds-with-incredible-yields-up-to-137-for-2023/,0.3182
Why Alphabet Will Benefit From Stunning Rise Of Malevolent AIs,GOOGL,2022-12-08T16:25:02Z,https://www.forbes.com/sites/jonmarkman/2022/12/08/why-alphabet-will-benefit-from-stunning-rise-of-malevolent-ais/,-0.6486
Is SPY Stock A Buy Right Now? What To Know About World's Top Index,GOOGL,2022-11-19T13:26:05Z,https://biztoc.com/x/057b7edcd6d27d3e,0.3182
"Jim Cramer's top 10 things to watch in the market Thursday: War cloud, Salesforce downgrade, GameStop quarter",GOOGL,2022-12-08T17:06:06Z,https://biztoc.com/x/b4d2bb5af53934ca,0.0
"Dow Jones Futures: Cisco, Nvidia Move On Earnings; Key Recession Signal Intensifies | Investor's Business Daily - Investor's Business Daily",GOOGL,2022-11-16T23:38:00Z,https://www.investors.com/market-trend/stock-market-today/dow-jones-futures-cisco-nvidia-earnings-recession-signal-intensifies/,-0.4404
MSFT Stock: Microsoft Facing Antitrust Reviews - Investor's Business Daily,GOOGL,2022-11-25T18:03:00Z,https://www.investors.com/news/technology/msft-stock-microsoft-facing-antitrust-reviews/,0.0
How An Orphanage Made $1.8 Billion This Year On One Stock - Investor's Business Daily,GOOGL,2022-11-21T13:00:00Z,https://www.investors.com/etfs-and-funds/sectors/sp500-how-an-orphanage-made-billion-gain-this-year-on-one-stock/,0.1531
What To Do After Stock Market Rally - Investor's Business Daily,GOOGL,2022-11-17T23:00:00Z,https://www.investors.com/market-trend/stock-market-today/dow-jones-futures-market-rally-rebounds-from-key-levels-earnings-movers/,0.0
Chinese consumers are wary. Alibaba's sales miss forecasts - CNN,GOOGL,2022-11-17T14:13:00Z,https://www.cnn.com/2022/11/17/investing/alibaba-earnings-chinese-consumers/index.html,-0.4779
How Cloud Computing Giant Microsoft Is Changing The Cybersecurity Market - Investor's Business Daily,GOOGL,2022-12-01T16:31:00Z,https://www.investors.com/news/technology/how-cloud-computing-giant-microsoft-is-changing-the-cybersecurity-market/,-0.6808
iRobot Is Now A Compelling Buy,GOOGL,2022-12-09T11:56:01Z,https://seekingalpha.com/article/4563469-irobot-now-compelling-buy,0.4215
Nvidia: Prepare To Be Underwhelmed,GOOGL,2022-12-09T21:15:52Z,https://seekingalpha.com/article/4563614-nvidia-prepare-to-be-underwhelmed,0.7003
Datadog: Strong Growth And Outstanding Execution,GOOGL,2022-11-28T20:15:43Z,https://seekingalpha.com/article/4560901-datadog-strong-growth-and-outstanding-execution,0.7351
Baidu Q3 Earnings Preview: Current Undervaluation And AI Strength Make Baidu A Buy,GOOGL,2022-11-21T03:51:01Z,https://seekingalpha.com/article/4559367-baidu-q3-earnings-preview-current-undervaluation-and-ai-strength-make-baidu-a-buy,0.3612
Can You Find Alpha With The Trade Desk At This Price?,GOOGL,2022-11-13T13:39:46Z,https://seekingalpha.com/article/4557196-can-you-find-alpha-with-the-trade-desk-at-this-price,0.6478
Backblaze Feels Slowdown As Operating Losses Mount,GOOGL,2022-12-01T05:23:11Z,https://seekingalpha.com/article/4561624-backblaze-stock-slowdown-operating-losses-mount,-0.2263
NetApp: Value Stock Or Value Trap?,GOOGL,2022-12-08T20:55:30Z,https://seekingalpha.com/article/4563313-netapp-value-stock-or-value-trap,0.5499
VUG: Now Could Be The Best Time To Buy,GOOGL,2022-11-15T21:28:22Z,https://seekingalpha.com/article/4558149-vug-now-could-be-the-best-time-to-buy,0.8807
Digital Turbine: Some Good News Are Not Good Enough For Me,GOOGL,2022-12-12T15:13:34Z,https://seekingalpha.com/article/4563916-digital-turbine-good-news-not-good-enough,0.4019
LendingTree Is A Potential Value Trap,GOOGL,2022-11-21T12:13:27Z,https://seekingalpha.com/article/4559446-lendingtree-stock-value-trap,-0.4215
Uber: Hyper-Growth From Its 3 Growth Engines,GOOGL,2022-11-30T23:59:53Z,https://seekingalpha.com/article/4561554-uber-hyper-growth-from-its-three-growth-engines,0.4215
"Informatica: Good Business, Good Product, But Fairly Valued",GOOGL,2022-11-28T19:08:10Z,https://seekingalpha.com/article/4560883-informatica-good-business-good-product-but-fairly-valued,0.6164
Meta Platforms: Metaverse A Weak Spot; Still A Buy!,GOOGL,2022-12-05T19:22:34Z,https://seekingalpha.com/article/4562422-meta-metaverse-a-weakspot-still-a-buy,0.9423
Tracking David Tepper's Appaloosa Management Portfolio - Q3 2022 Update,GOOGL,2022-11-28T10:32:35Z,https://seekingalpha.com/article/4560775-david-tepper-appaloosa-management-portfolio-q3-2022-update,0.0
Analyzing 13Fs: Public Investment Fund (Saudi Sovereign Wealth Fund) Q3 2022,GOOGL,2022-12-08T09:42:10Z,https://seekingalpha.com/article/4563154-analyzing-13f-public-investment-saudi-sovereign-wealth-fund-q3-2022,0.3182
Mulling Over Momentive Global,GOOGL,2022-11-17T18:20:45Z,https://seekingalpha.com/article/4558769-mulling-over-momentive-global,-0.1027
Here's How Long The Bear Market Could Last,GOOGL,2022-11-30T04:13:16Z,https://seekingalpha.com/article/4561277-heres-how-long-the-bear-market-could-last,0.3818
What Is The 2023 Forecast For Tech Stocks?,GOOGL,2022-11-28T13:45:00Z,https://seekingalpha.com/article/4560496-2023-forecast-tech-stocks,0.5106
I Quant My Money Back!,GOOGL,2022-12-06T12:30:00Z,https://seekingalpha.com/article/4562614-picking-stocks-by-quant-avoid-losses,0.8481
The Morning After: Senator tells Elon Musk: ‘Fix your companies’,META,2022-11-14T12:15:56Z,https://www.engadget.com/the-morning-after-senator-tells-elon-musk-fix-your-companies-121556094.html,-0.4939
"40 Best Walmart Cyber Monday Deals (2022): TVs, Vacuums, Earbuds, and More",META,2022-11-27T15:53:00Z,https://www.wired.com/story/best-walmart-cyber-monday-deals-2022/,0.4215
Kanto’s YU2 desktop speakers are a great gift for $190,META,2022-12-03T13:51:35Z,https://www.theverge.com/2022/12/3/23489751/kantos-yu2-desktop-speakers-sonos-soundbar-white-noise-machine-ps5-deal-sale,0.7906
Phil Spencer really wants you to know that native Call of Duty will stay on PlayStation,META,2022-11-15T14:41:25Z,https://www.theverge.com/23459189/phil-spencer-microsoft-activision-call-of-duty-xbox-playstation-candy-crush-apple-fortnite-vr,0.3612
"Forget the Metaverse, Zuck Says WhatsApp Could Be the Real Money Machine",META,2022-11-18T16:00:00Z,https://gizmodo.com/meta-facebook-metaverse-whatsapp-mark-zuckerberg-1849801017,0.1695
This Privacy Ruling Against Facebook and Instagram Could Spell the End of Targeted Ads,META,2022-12-07T00:18:00Z,https://gizmodo.com/facebook-instagram-targeted-ads-europe-privacy-ruling-1849860593,-0.2584
Is the worst over for bitcoin and the rest of crypto?,META,2022-12-04T15:53:19Z,https://www.cnn.com/2022/12/04/investing/stocks-week-ahead/index.html,0.0
Yahoo eyes retail stock trading in growth push - Axios - Reuters,META,2022-11-29T16:31:00Z,https://www.reuters.com/business/yahoo-eyes-retail-stock-trading-growth-push-axios-2022-11-29/,0.4019
'Big Short' fund manager Burry buys another prison stock - Reuters,META,2022-11-14T17:50:00Z,https://www.reuters.com/business/finance/big-short-fund-manager-burry-buys-another-prison-stock-2022-11-14/,-0.3818
"Futures edge higher on boost from growth stocks, hopes of looser China COVID curbs - Reuters",META,2022-11-29T12:37:00Z,https://www.reuters.com/markets/us/futures-edge-higher-boost-growth-stocks-hopes-looser-china-covid-curbs-2022-11-29/,0.7096
Wall St futures slip on China COVID woes; Apple falls - Reuters,META,2022-11-28T11:46:00Z,https://www.reuters.com/markets/us/wall-st-futures-slip-china-covid-woes-apple-falls-2022-11-28/,0.1779
"Futures edge up ahead of jobs data, recession fears loom - Reuters",META,2022-12-08T12:10:00Z,https://www.reuters.com/markets/us/futures-edge-up-ahead-jobs-data-recession-fears-loom-2022-12-08/,-0.7351
Futures flat after strong Wall Street rally; Salesforce slides - Reuters,META,2022-12-01T13:03:00Z,https://www.reuters.com/markets/us/futures-flat-after-strong-wall-street-rally-salesforce-slides-2022-12-01/,0.7269
Salesforce shares tumble after surprise exit of co-CEO Taylor - Reuters,META,2022-12-01T13:46:00Z,https://www.reuters.com/technology/salesforce-shares-tumble-after-surprise-exit-co-ceo-taylor-2022-12-01/,0.296
Tax-loss selling in battered U.S. stocks could spur January snap-back - Reuters,META,2022-12-08T19:32:00Z,https://www.reuters.com/markets/us/tax-loss-selling-battered-us-stocks-could-spur-january-snap-back-2022-12-08/,0.1027
Morning Bid: Five Alive - Reuters.com,META,2022-12-06T11:08:00Z,https://www.reuters.com/markets/global-markets-view-usa-2022-12-06/,0.2263
"Early Black Friday Amazon deals: cheap TVs, headphones, laptops, phones, and more",META,2022-11-14T18:20:07Z,https://www.androidcentral.com/news/live/black-friday-amazon-deals-111422,0.9377
UK chip designer Arm delays London listing until well into 2023,META,2022-11-20T16:38:56Z,https://www.theguardian.com/business/2022/nov/20/uk-chip-designer-arm-delays-london-listing-2023,-0.4404
I too quit Twitter this week – and have never been more relieved | Bidisha Mamata,META,2022-11-19T16:00:01Z,https://www.theguardian.com/commentisfree/2022/nov/19/i-too-quit-twitter-last-never-been-more-relieved,0.6486
Concern as US media hit with wave of layoffs amid rise of disinformation,META,2022-12-10T10:00:04Z,https://www.theguardian.com/media/2022/dec/10/media-layoffs-cnn-buzzfeed-gannett-recount-protocol,0.0
"The grotesque inequality embodied by Musk, Bezos and Zuckerberg is a threat to democracy | Jeff Sparrow",META,2022-11-18T04:49:55Z,https://www.theguardian.com/commentisfree/2022/nov/18/the-grotesque-inequality-embodied-by-musk-bezos-and-zuckerberg-is-a-threat-to-democracy,0.8811
"Google Survived 2022 OK, But it Wasn't Always Pretty - CNET",META,2022-12-02T15:41:10Z,https://www.cnet.com/tech/google-survived-2022-ok-but-it-wasnt-always-pretty/,-0.2382
Amazon's 48 Hours of Black Friday Deals Officially Kick Off on Nov. 24 - CNET,META,2022-11-14T23:10:00Z,https://www.cnet.com/tech/amazon-announces-48-hours-of-black-friday-deals-starting-nov-24/,0.875
"Amazon to Lay Off About 10,000 Employees, According to a New Report",META,2022-11-14T17:02:00Z,https://www.entrepreneur.com/business-news/report-amazon-to-lay-off-10000-employees/439108,0.6808
"'I Am Fully Aware This Will Be A Difficult Process': Disney to Freeze Hiring, Possibly Conduct Layoffs, Per Internal Memo",META,2022-11-14T17:05:00Z,https://www.entrepreneur.com/business-news/disney-to-freeze-hiring-possibly-lay-off-employees/439104,0.0
Elon Musk will reportedly keep awarding Twitter employees stock and options – even though the company is now private,META,2022-11-15T14:35:38Z,https://markets.businessinsider.com/news/stocks/elon-musk-twitter-takeover-stock-options-space-x-employees-pay-2022-11,0.0
Disney's Bob Iger shocker is the latest sign that Wall Street is calling the shots at major companies. Here are 3 other titans that have felt activist pressure this year.,META,2022-11-21T18:25:48Z,https://markets.businessinsider.com/news/stocks/wall-street-activist-investor-campaigns-bob-iger-returns-disney-ceo-2022-11,0.4748
'The Metaverse will be our slow death': Meta employees hit out at Mark Zuckerberg in Blind reviews,META,2022-11-12T16:50:39Z,https://www.businessinsider.com/meta-employees-hit-out-at-mark-zuckerberg-in-blind-reviews-2022-11,-0.7506
Tech kept talent happy doling out stock during the boom. It's screwing investors in the bust.,META,2022-12-01T19:29:58Z,https://www.businessinsider.com/stock-based-compensation-wrecking-tech-shares-stock-slump-2022-12,0.0772
"The S&P 500 could drop 24% within months as earnings gloom reaches a crescendo, Morgan Stanley's top stock picker warns",META,2022-11-30T11:54:59Z,https://markets.businessinsider.com/news/stocks/stock-outlook-plunge-months-bear-market-morgan-stanley-crash-recession-2022-11,-0.3612
Jim Simons' RenTech fund virtually eliminated its $500 million Tesla stake last quarter - and slashed its Twitter bet by 90%,META,2022-11-16T11:28:07Z,https://markets.businessinsider.com/news/stocks/jim-simons-rentech-tesla-twitter-stock-elon-musk-q3-portfolio-2022-11,0.3612
Mark Cuban says investors aren't facing another dot-com crash - and shrugs off Elon Musk's rocky start at Twitter,META,2022-11-14T11:30:36Z,https://markets.businessinsider.com/news/stocks/mark-cuban-dot-com-bubble-tech-stocks-elon-musk-twitter-2022-11,-0.6801
"Cyber Monday gaming deals: The best discounts on consoles, games, accessories, and more",META,2022-11-28T16:00:26Z,https://www.businessinsider.com/guides/deals/cyber-monday-gaming-deals-2022-11,0.8387
"Why corporate leaders like Mark Zuckerberg, Jack Dorsey, and Evan Spiegel are all apologizing for the massive layoffs at their companies",META,2022-11-15T20:21:32Z,https://www.businessinsider.com/why-ceos-publicly-apologizing-for-mass-layoffs-at-tech-companies-2022-11,-0.7096
"The M&A market just went out with a bang after a terrible year, and it could be a sign of good times to come",META,2022-12-13T00:00:00Z,https://www.businessinsider.com/dealmaking-mergers-increase-in-2023-in-media-tech-2022-12,-0.4885
Meta Stock Jumps After False Report Mark Zuckerberg Was Planning to Step Down,META,2022-11-23T04:55:00Z,https://www.entrepreneur.com/business-news/meta-stock-jumps-1-percent-after-false-report-mark/439728,0.0
Top 10 Searched Stocks on MarketBeat All-Access,META,2022-12-08T06:05:00Z,https://www.marketbeat.com/originals/top-10-searched-stocks-on-marketbeat-all-access/,0.8834
Pure Storage is a Steady Eddie Growing Storage Play,META,2022-12-06T06:00:00Z,https://www.marketbeat.com/originals/pure-storage-is-a-steady-eddie-growing-storage-play/,0.3818
Could Pinduoduo Be the Best Chinese Stock to Own?,META,2022-12-07T06:00:00Z,https://www.marketbeat.com/originals/could-pinduoduo-be-the-best-chinese-stock-to-own/,0.0
'Your Data Is Worth Way More Than This': Amazon Will Pay You $2 A Month To Track Your Ad Data,META,2022-12-06T21:58:00Z,https://www.entrepreneur.com/business-news/amazon-shopper-panel-will-pay-2-a-month-for-your-data/440535,0.6124
3 Travel and Leisure Stocks That Are Worthy Bets Right Now,META,2022-12-05T14:46:38Z,https://stocknews.com/news/plya-trvg-bvh-3-travel-and-leisure-stocks-that-are-worthy-bets-right/,0.7845
"Amazon Reportedly Offered Voluntary Buyouts to Employees Amid Layoffs. Here's Why That Tactic Can Be Helpful, According to One HR Expert.",META,2022-11-17T20:40:00Z,https://www.entrepreneur.com/business-news/amazon-amid-layoffs-reportedly-conducting-voluntarily/439420,0.0516
Confused About Web3? Steve Aoki Dissects His Business to Show How You Can Make Money.,META,2022-11-22T14:11:00Z,https://www.entrepreneur.com/growth-strategies/confused-about-web3-steve-aoki-dissects-his-business-to/438912,0.3818
Tech Talent Is Flooding the Job Market,META,2022-11-22T13:05:47Z,https://hbr.org/2022/11/tech-talent-is-flooding-the-job-market,0.5423
Stock market news live updates: Stocks waver as retail earnings loom - Yahoo Canada Finance,META,2022-11-14T17:22:54Z,https://ca.finance.yahoo.com/news/stock-market-news-live-updates-november-14-2022-130152188.html,0.0
Amazon jobs: Mass layoffs at corporate level - CTV News,META,2022-11-16T20:46:13Z,https://www.ctvnews.ca/business/amazon-begins-mass-layoffs-among-its-corporate-workforce-1.6155951,-0.2732
Top Technology Companies You Should Know,META,2022-11-16T16:00:28Z,https://readwrite.com/top-technology-companies-you-should-know/,0.5267
The metaverse isn’t even here yet—but ambient computing is already very real,META,2022-11-23T00:05:00Z,https://www.fastcompany.com/90814962/the-metaverse-isnt-here-yet-but-ambient-computing-is-already-very-real?partner=rss&utm_source=twitter&utm_medium=social&utm_campaign=rss+fastcompany&utm_content=rss,0.659
Musk Restores Trump’s Twitter Account After Online Poll,META,2022-11-20T11:31:37Z,https://time.com/6235372/musk-trump-twitter-account/,-0.765
The rise of the video game union,META,2022-12-05T16:59:10Z,https://www.polygon.com/23485977/video-game-unions-guide-explainer,0.6705
La guerra del OLED ha empezado: LG solo fabricará paneles OLED EX para batir a Samsung,META,2022-11-29T14:01:32Z,https://www.xataka.com/televisores/guerra-oled-ha-empezado-lg-solo-fabricara-paneles-oled-ex-para-batir-a-samsung,0.34
"November jobs report: Unemployment rate held steady at 3.7% with 263,000 jobs added",META,2022-12-02T13:45:48Z,https://www.usatoday.com/story/money/economy/2022/12/02/november-jobs-report-stock-market-unemployment/10813377002/,-0.8744
"Shop the best 95+ December sales available today—save at Amazon, Walmart and Nordstrom",META,2022-12-04T21:49:14Z,https://www.usatoday.com/story/money/reviewed/2022/12/04/best-december-sales-2022/10833659002/,0.4019
"Daily Deals: PS5 In Stock, Mario + Rabbids: Sparks of Hope for $32, LEGO Back to the Future Delorean, and More",META,2022-12-09T18:23:31Z,https://www.ign.com/articles/daily-deals-ps5-god-of-war-mario-rabbids-sparks-hope-lego-apple-tv,0.7579
Mark Zuckerberg is set to resign next year – “will not affect metaverse”,META,2022-11-22T16:51:56Z,https://theleak.co/2022/11/22/mark-zuckerberg-is-set-to-resign-next-year/,-0.296
Web Platforms Collapse: The Facebook Case Study,META,2022-12-04T23:06:00Z,https://tedgioia.substack.com/p/how-web-platforms-collapse-the-facebook,-0.4946
There’s No Algorithms,META,2022-11-21T20:02:35Z,https://photomatt.tumblr.com/post/701509650060886017/dear-mr-gaiman-i-am-but-a-humble-refugee-from,-0.2263
2 Years at Twitter,META,2022-11-23T20:48:31Z,https://eed3si9n.com/2years-at-twitter/,-0.25
Startup Restructuring 101,META,2022-11-27T01:00:07Z,https://cyrilgrislain.substack.com/p/startup-restructuring-101,0.4939
What in the Ethereum application ecosystem excites me,META,2022-12-06T17:19:06Z,https://vitalik.eth.limo/general/2022/12/05/excited.html,0.8271
What in the Ethereum application ecosystem excites me,META,2022-12-06T11:32:57Z,https://vitalik.ca/general/2022/12/05/excited.html,0.8271
Accelerando (2005),META,2022-12-01T23:20:48Z,https://www.antipope.org/charlie/blog-static/fiction/accelerando/accelerando.html,0.3182
Apple analytics data sent from iPhones with or without consent; class action lawsuit filed,META,2022-11-14T12:26:36Z,https://9to5mac.com/2022/11/14/apple-analytics-data-sent-from-iphones-with-or-without-consent-class-action-lawsuit-filed/,0.34
FA Center: These 2 ETFs show why owning small-cap stocks is key to beating the market at times like this,META,2022-11-22T19:57:00Z,https://www.marketwatch.com/story/these-2-etfs-show-why-owning-small-cap-stocks-is-key-to-beating-the-market-at-times-like-this-11669147046,0.5994
Amazon latest big tech company with massive layoffs imminent,META,2022-11-14T20:17:24Z,https://appleinsider.com/articles/22/11/14/amazon-latest-big-tech-company-with-massive-layoffs-imminent,0.34
"Meta Quest 2 : rupture de stock en 256 Go, la version 128 Go est encore à prix fou",META,2022-11-27T07:55:50Z,https://www.journaldugeek.com/2022/11/27/meta-quest-2-rupture-de-stock-en-256-go-la-version-128-go-est-encore-a-prix-fou/,0.1779
"Avec l’insolence des prix Amazon, le casque VR Meta Quest 2 est une pure folie",META,2022-11-23T06:45:47Z,https://www.journaldugeek.com/2022/11/23/avec-linsolence-des-prix-amazon-le-casque-vr-meta-quest-2-est-une-pure-folie/,0.4588
"Avec ce Meta Quest 2 sur Amazon, la réalité virtuelle est à un prix dingue",META,2022-11-25T05:55:54Z,https://www.journaldugeek.com/2022/11/25/avec-ce-meta-quest-2-sur-amazon-la-realite-virtuelle-est-a-un-prix-dingue/,0.4588
"Black Friday : Amazon déclare la guerre des prix, 10 pépites ce lundi ⚡️",META,2022-11-21T14:18:00Z,https://www.journaldugeek.com/2022/11/21/black-friday-amazon-debute-la-guerre-des-prix-10-pepites-lundi/,0.1779
"Black Friday : Amazon lance la guerre des prix, 10 pépites ce lundi ⚡️",META,2022-11-21T05:45:00Z,https://www.journaldugeek.com/2022/11/21/black-friday-amazon-debute-la-guerre-des-prix-10-pepites-ce-lundi/,0.1779
"Black Friday : promos à gogo, Amazon écrase tous ses prix ⚡️",META,2022-11-23T05:00:24Z,https://www.journaldugeek.com/2022/11/23/black-friday-promos-a-gogo-amazon-ecrase-tous-ses-prix/,0.1779
"Black Friday : Amazon est fou, il offre -50% sur cette liste ",META,2022-11-25T12:16:00Z,https://www.journaldugeek.com/2022/11/25/black-friday-amazon-se-trompe-il-offre-50-sur-toute-liste/,0.5994
"Black Friday : ce lundi, Amazon sort 10 pépites pour Cyber Monday ⚡️",META,2022-11-28T06:00:00Z,https://www.journaldugeek.com/2022/11/28/black-friday-ce-lundi-matin-amazon-degaine-10-pepites-pour-cyber-monday/,0.0
Black Friday : Amazon panique et sort 7 offres de FOU ce mardi matin ⚡️,META,2022-11-22T05:35:00Z,https://www.journaldugeek.com/2022/11/22/black-friday-amazon-panique-et-sort-10-offres-de-fou-ce-mardi/,-0.1027
"Black Friday : à J-2, Amazon dévoile ses meilleures offres par erreur ⚡️",META,2022-11-23T10:48:00Z,https://www.journaldugeek.com/2022/11/23/black-friday-j-2-amazon-ecrase-tous-ses-prix/,0.1779
Meta's board game-playing AI can pass as a human in game negotiations,META,2022-11-22T15:00:18Z,https://www.newscientist.com/article/2348152-metas-board-game-playing-ai-can-pass-as-a-human-in-game-negotiations/,-0.8316
Investor tells Google: Cut costs now and stop paying staff so much,META,2022-11-16T13:27:40Z,https://www.theregister.com/2022/11/16/tci_fund_google_cut_costs_waymo_compensation/,-0.2732
"Meta Would Rather Remove News Than Pay Publishers via @sejournal, @MattGSouthern",META,2022-12-07T01:04:19Z,https://www.searchenginejournal.com/meta-us-news-jcpa/473266/,0.0
"SEO Testing: 8 Experiments To Improve Organic Traffic via @sejournal, @lorenbaker",META,2022-11-16T22:45:36Z,https://www.searchenginejournal.com/6-seo-experiments-will-blow-mind/181084/,0.0
"Référence du domaine, le casque VR Meta Quest 2 s’effondre chez Amazon",META,2022-11-19T07:05:48Z,https://www.presse-citron.net/?p=526374,0.0
"Cyber Monday Gaming Deals - Best PS5, Nintendo Switch, And Xbox Deals Available Now",META,2022-11-28T15:00:00Z,https://www.gamespot.com/gallery/cyber-monday-gaming-deals-best-ps5-nintendo-switch-and-xbox-deals-available-now/2900-4456/,0.296
"10 Image SEO Tips To Make A Website Users Will Love via @sejournal, @Brian_W_Gareth",META,2022-11-15T06:00:28Z,https://www.searchenginejournal.com/image-seo-tips-webceo-spcs/470364/,0.7184
"Qué es una custom ROM, cómo instalarla y cómo quitarla",META,2022-11-17T19:03:12Z,https://www.xatakandroid.com/tutoriales/que-custom-rom-como-instalarla-como-quitarla,0.34
"Meta Quest 2 : la version 256 Go en rupture, les 128 Go encore à prix mini",META,2022-11-28T08:20:53Z,https://www.presse-citron.net/?p=528131,0.0
Black Friday : 10 offres à ne pas rater au Cyber Monday sur Amazon ⚡️,META,2022-11-28T05:45:47Z,https://www.presse-citron.net/?p=528079,0.1779
What Is Facebook Marketplace?,META,2022-11-28T14:00:12Z,https://smallbiztrends.com/2022/11/what-is-facebook-marketplace.html,0.5106
